ticker,cik,name,status,has_ai_disclosure,total_ai_mentions,risk_text_length,cat_core_ai,cat_ai_tech,cat_ai_risk,cat_ai_infra,cat_ai_regulation,cat_mit4_malicious,cat_mit5_human,cat_mit6_socio,cat_mit6_environ,cat_mit7_safety,kw_nvidia,kw_data_center,kw_gpu,kw_sustainability,kw_compute,kw_ai_model,kw_misuse,kw_eu_ai_act,kw_generative_ai,kw_llm,kw_bias,kw_artificial_intelligence,kw_machine_learning,kw_large_language_model,kw_algorithm,kw_monopol,kw_ai_system,kw_ai_regulation,kw_disinformation,kw_misinformation,kw_environmental_impact,kw_automation,kw_energy_consumption,kw_autonomous,kw_cyberattack,kw_manipulation,kw_agentic,kw_training_data,kw_ai_agent,kw_data_center_energy,kw_ai_governance,kw_responsible_ai,kw_computer_vision,kw_carbon_footprint,kw_robotics,kw_labor_disruption,kw_uncontrollable,kw_misalignment,kw_human_oversight,kw_ai_safety,kw_explainability,kw_dual-use,kw_nlp,kw_predictive_analytics,kw_adversarial,kw_ai_legislation,kw_hallucination,kw_neural_network,kw_ai_ethics,kw_algorithmic_accountability,kw_natural_language_processing,kw_overreliance,kw_job_displacement,kw_jailbreak,kw_weaponiz,kw_deep_learning,kw_over-reliance
BSX,885725,BOSTON SCIENTIFIC CORP,analyzed,True,11,91561.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,,,,5.0,1.0,,1.0,,1.0,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADI,6281,ANALOG DEVICES INC,analyzed,True,22,80832.0,2.0,2.0,1.0,2.0,0.0,4.0,0.0,0.0,11.0,0.0,,,,10.0,2.0,,1.0,,,,1.0,1.0,1.0,,1.0,,,,,,1.0,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYK,310764,STRYKER CORP,analyzed,True,10,57403.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,,,,3.0,,,,,,,,3.0,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
PANW,1327567,Palo Alto Networks Inc,analyzed,True,25,132285.0,5.0,1.0,1.0,5.0,0.0,10.0,0.0,0.0,3.0,0.0,,1.0,,3.0,4.0,,4.0,,,,1.0,,4.0,,1.0,,1.0,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,315189,DEERE & CO,analyzed,True,47,107876.0,18.0,12.0,2.0,3.0,0.0,2.0,1.0,1.0,8.0,0.0,,1.0,,8.0,2.0,,2.0,,,3.0,2.0,9.0,5.0,1.0,1.0,1.0,,,,,,7.0,,2.0,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
HON,773840,HONEYWELL INTERNATIONAL INC,no_risk_section,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETN,1551182,Eaton Corp plc,analyzed,True,2,14187.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WELL,766704,WELLTOWER INC.,analyzed,True,22,105195.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,,,,17.0,,,,,1.0,,1.0,,1.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDT,1613103,Medtronic plc,analyzed,True,19,125920.0,7.0,4.0,1.0,0.0,1.0,1.0,1.0,0.0,4.0,0.0,,,,4.0,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,3.0,,2.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRWD,1535527,"CrowdStrike Holdings, Inc.",analyzed,True,53,175878.0,9.0,2.0,1.0,23.0,0.0,18.0,0.0,0.0,0.0,0.0,,18.0,,,5.0,,4.0,,4.0,,1.0,,1.0,,,,4.0,,,,,1.0,,,14.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
KKR,1404912,KKR & Co. Inc.,analyzed,True,93,480594.0,36.0,2.0,1.0,7.0,3.0,8.0,0.0,0.0,35.0,1.0,,,,34.0,7.0,1.0,4.0,3.0,,,1.0,35.0,,,2.0,,,,,,1.0,,,,3.0,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,
CB,896159,Chubb Ltd,analyzed,True,10,71952.0,6.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2.0,,,,,,1.0,6.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLD,1045609,"Prologis, Inc.",analyzed,True,28,91663.0,1.0,2.0,0.0,7.0,0.0,1.0,0.0,0.0,17.0,0.0,,7.0,,17.0,,,1.0,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
COP,1163165,CONOCOPHILLIPS,analyzed,True,4,46628.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCCO,1001838,SOUTHERN COPPER CORP/,analyzed,True,7,53147.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,,,,2.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
VRTX,875320,VERTEX PHARMACEUTICALS INC / MA,analyzed,True,13,160423.0,8.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,,1.0,,,1.0,,1.0,,,6.0,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
HCA,860730,"HCA Healthcare, Inc.",analyzed,True,31,105927.0,15.0,2.0,2.0,0.0,0.0,7.0,0.0,0.0,5.0,0.0,,,,5.0,,1.0,1.0,,3.0,9.0,2.0,,,,2.0,,2.0,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LMT,936468,LOCKHEED MARTIN CORP,analyzed,True,2,75348.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PH,76334,Parker-Hannifin Corp,analyzed,True,3,48107.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CEG,1868275,Constellation Energy Corp,analyzed,True,27,119855.0,2.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,19.0,0.0,,4.0,,13.0,1.0,,1.0,,,,,2.0,,,,,,,,,1.0,,4.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
IBKR,1381197,"Interactive Brokers Group, Inc.",analyzed,True,13,68685.0,1.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,11.0,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEM,1164727,NEWMONT Corp /DE/,analyzed,True,25,216113.0,4.0,3.0,1.0,1.0,0.0,2.0,1.0,0.0,13.0,0.0,,,,9.0,1.0,,,,,2.0,1.0,1.0,,,1.0,,1.0,,,,3.0,1.0,,1.0,2.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
ADP,8670,AUTOMATIC DATA PROCESSING INC,analyzed,True,19,43745.0,6.0,2.0,4.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,,5.0,,,1.0,,1.0,,3.0,,4.0,3.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOOD,1783879,"Robinhood Markets, Inc.",analyzed,True,28,258490.0,4.0,2.0,1.0,9.0,0.0,10.0,1.0,0.0,1.0,0.0,,,,,9.0,,6.0,,2.0,,1.0,,2.0,,1.0,,,,,,1.0,,,,4.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
BMY,14272,BRISTOL MYERS SQUIBB CO,analyzed,True,13,105555.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,,,,5.0,1.0,,,,,2.0,1.0,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENB,895728,ENBRIDGE INC,analyzed,True,8,62487.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,,,,6.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLD,1222333,SPDR GOLD TRUST,analyzed,True,3,42767.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MELI,1099590,MERCADOLIBRE INC,analyzed,True,47,171785.0,31.0,2.0,1.0,6.0,0.0,4.0,0.0,0.0,3.0,0.0,,,,2.0,6.0,,2.0,,4.0,26.0,1.0,,,,1.0,,1.0,,,,1.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCK,927653,MCKESSON CORP,analyzed,True,14,59595.0,4.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,,,,4.0,,,1.0,,,2.0,1.0,,2.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
CMCSA,1166691,COMCAST CORP,no_risk_section,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVS,64803,CVS HEALTH Corp,analyzed,True,24,153017.0,6.0,0.0,0.0,3.0,0.0,10.0,0.0,0.0,5.0,0.0,,,,5.0,3.0,,2.0,,,6.0,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NKE,320187,"NIKE, Inc.",analyzed,True,29,129375.0,3.0,0.0,1.0,1.0,0.0,9.0,0.0,0.0,15.0,0.0,,,,14.0,1.0,,3.0,,1.0,1.0,1.0,1.0,,,,,,,,,1.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVNA,1690820,CARVANA CO.,analyzed,True,26,101346.0,13.0,4.0,0.0,4.0,0.0,1.0,3.0,1.0,0.0,0.0,,1.0,,,3.0,1.0,1.0,,4.0,5.0,,2.0,1.0,,1.0,,,,,2.0,,,,3.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
MO,764180,"ALTRIA GROUP, INC.",analyzed,True,13,65345.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,0.0,,,,4.0,,,1.0,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
CME,1156375,CME GROUP INC.,analyzed,True,14,58842.0,7.0,0.0,0.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,,1.0,,,3.0,,2.0,,,,,7.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DASH,1792789,"DoorDash, Inc.",analyzed,True,21,218514.0,4.0,6.0,2.0,5.0,0.0,2.0,0.0,0.0,2.0,0.0,,1.0,,2.0,4.0,,,,,2.0,2.0,2.0,,,4.0,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBUX,829224,STARBUCKS CORP,analyzed,True,13,58358.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,,,,3.0,,,,,,,1.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,
ICE,1571949,"Intercontinental Exchange, Inc.",no_risk_section,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO,92122,SOUTHERN CO,analyzed,True,9,76420.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,1.0,1.0,,2.0,,1.0,,,,,,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
MMC,62709,"MARSH & MCLENNAN COMPANIES, INC.",analyzed,True,40,105563.0,13.0,2.0,1.0,3.0,0.0,13.0,1.0,0.0,7.0,0.0,,,,7.0,3.0,1.0,,,9.0,,1.0,,,1.0,1.0,,2.0,,,,,,,,13.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
GD,40533,GENERAL DYNAMICS CORP,analyzed,False,0,23061.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MMM,66740,3M CO,analyzed,True,15,44488.0,8.0,0.0,0.0,1.0,0.0,4.0,0.0,2.0,0.0,0.0,,,,,1.0,,,,,,,7.0,1.0,,,,,,,,,,,,4.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
DUK,1326160,Duke Energy CORP,analyzed,True,17,67082.0,1.0,0.0,0.0,4.0,0.0,9.0,0.0,0.0,3.0,0.0,,2.0,,1.0,2.0,,,,,,,1.0,,,,,,,,,,,2.0,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDNS,813672,CADENCE DESIGN SYSTEMS INC,analyzed,True,18,109216.0,3.0,1.0,1.0,3.0,1.0,8.0,1.0,0.0,0.0,0.0,,1.0,,,2.0,,2.0,1.0,2.0,,1.0,1.0,,,,,,,,,,1.0,,,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCO,1059556,MOODYS CORP /DE/,analyzed,True,27,72975.0,5.0,0.0,0.0,7.0,2.0,1.0,2.0,0.0,10.0,0.0,,4.0,,10.0,3.0,,,2.0,,1.0,,,,,,,4.0,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TT,1466258,Trane Technologies plc,analyzed,True,15,89137.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,10.0,0.0,,,,9.0,1.0,,1.0,,,,,2.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DELL,1571996,Dell Technologies Inc.,no_risk_section,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WM,823768,WASTE MANAGEMENT INC,analyzed,True,98,199576.0,8.0,11.0,0.0,2.0,0.0,3.0,0.0,0.0,73.0,1.0,,,,71.0,2.0,,1.0,,,,,8.0,,,,,,,,,,10.0,,1.0,2.0,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,
BAM,1937926,Brookfield Asset Management Ltd.,analyzed,True,81,171071.0,3.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,72.0,0.0,,2.0,,71.0,3.0,,1.0,,,1.0,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNPS,883241,SYNOPSYS INC,analyzed,True,15,68435.0,1.0,3.0,0.0,6.0,0.0,3.0,0.0,0.0,2.0,0.0,,3.0,,2.0,3.0,,,,,,,1.0,,,,,,,,,,3.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APO,1858681,"Apollo Global Management, Inc.",analyzed,True,31,299497.0,8.0,1.0,2.0,6.0,0.0,8.0,0.0,0.0,6.0,0.0,,2.0,,5.0,4.0,,3.0,,,,2.0,6.0,2.0,,1.0,,,,,,1.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UPS,1090727,UNITED PARCEL SERVICE INC,analyzed,True,15,74327.0,2.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,8.0,0.0,,,,6.0,1.0,,3.0,,,1.0,,1.0,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMT,1053507,AMERICAN TOWER CORP /MA/,analyzed,True,43,62737.0,3.0,0.0,0.0,38.0,0.0,0.0,2.0,0.0,0.0,0.0,,33.0,,,5.0,,,,,,,3.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRH,849395,CRH PUBLIC LTD CO,analyzed,True,5,48517.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNC,713676,"PNC FINANCIAL SERVICES GROUP, INC.",analyzed,True,17,176462.0,6.0,7.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,,,,1.0,1.0,,1.0,,1.0,,,1.0,4.0,,2.0,,,,,,,5.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHW,89800,SHERWIN WILLIAMS CO,analyzed,True,9,64100.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,,,,6.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOC,1133421,NORTHROP GRUMMAN CORP /DE/,analyzed,True,11,71206.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,1.0,,,,4.0,,,3.0,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
MAR,1048286,MARRIOTT INTERNATIONAL INC /MD/,analyzed,True,15,52772.0,4.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,5.0,0.0,,,,5.0,1.0,,,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
ELV,1156039,"Elevance Health, Inc.",analyzed,True,17,89715.0,11.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,,1.0,,,2.0,,,,,10.0,1.0,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HWM,4281,Howmet Aerospace Inc.,analyzed,True,9,40524.0,1.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,1.0,0.0,,,,1.0,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORLY,898173,O REILLY AUTOMOTIVE INC,analyzed,True,3,31018.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABNB,1559720,"Airbnb, Inc.",analyzed,True,47,199972.0,23.0,3.0,3.0,2.0,2.0,6.0,1.0,0.0,7.0,0.0,,,,7.0,2.0,1.0,3.0,2.0,3.0,,3.0,9.0,9.0,,3.0,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,
REGN,872589,"REGENERON PHARMACEUTICALS, INC.",analyzed,True,10,197592.0,5.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,2.0,,2.0,,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IAU,1278680,ISHARES GOLD TRUST,analyzed,True,3,43235.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GM,1467858,General Motors Co,analyzed,True,25,116011.0,5.0,5.0,0.0,2.0,0.0,4.0,0.0,3.0,6.0,0.0,,1.0,,6.0,1.0,,,,,,,3.0,2.0,,,,,,,,,,,5.0,4.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
EMR,32604,EMERSON ELECTRIC CO,no_risk_section,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AON,315293,Aon plc,analyzed,True,16,95367.0,10.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,3.0,,,,,,1.0,10.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
RCL,884887,ROYAL CARIBBEAN CRUISES LTD,analyzed,True,7,113385.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,,,,3.0,1.0,,,,,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLW,24741,CORNING INC /NY,analyzed,True,6,33198.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,,,,,1.0,,2.0,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CTAS,723254,CINTAS CORP,analyzed,True,15,33888.0,5.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,6.0,0.0,,,,6.0,3.0,,,,,,,4.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITW,49826,ILLINOIS TOOL WORKS INC,analyzed,True,7,32460.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2.0,,,,,,,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JCI,833444,Johnson Controls International plc,analyzed,True,17,100416.0,8.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,4.0,0.0,,1.0,,4.0,1.0,,1.0,,1.0,,1.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
SNOW,1640147,Snowflake Inc.,analyzed,True,39,157988.0,22.0,3.0,2.0,8.0,0.0,3.0,0.0,0.0,1.0,0.0,,1.0,2.0,1.0,5.0,,2.0,,5.0,1.0,1.0,13.0,3.0,,3.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
ECL,31462,ECOLAB INC.,analyzed,True,14,41036.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,,,,6.0,,,,,,,1.0,2.0,,,1.0,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBD,1437107,"Warner Bros. Discovery, Inc.",analyzed,True,11,81782.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,2.0,0.0,,,,2.0,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,5.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
EQIX,1101239,EQUINIX INC,analyzed,True,169,129057.0,5.0,1.0,0.0,140.0,0.0,0.0,0.0,0.0,23.0,0.0,,138.0,,18.0,2.0,1.0,,,,,,2.0,2.0,,,,,,,,2.0,1.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
CI,1739940,Cigna Group,analyzed,True,25,88497.0,8.0,0.0,1.0,6.0,0.0,7.0,0.0,0.0,3.0,0.0,,1.0,,3.0,5.0,,1.0,,,6.0,1.0,1.0,1.0,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WMB,107263,"WILLIAMS COMPANIES, INC.",analyzed,True,8,92148.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,,,,3.0,,,1.0,,,,,1.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
TDG,1260221,TransDigm Group INC,analyzed,True,5,49648.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,2.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
MRVL,1835632,"Marvell Technology, Inc.",analyzed,True,22,137852.0,1.0,1.0,0.0,7.0,0.0,1.0,0.0,0.0,12.0,0.0,,6.0,,12.0,1.0,,,,,,,1.0,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COIN,1679788,"Coinbase Global, Inc.",analyzed,True,35,289369.0,4.0,1.0,2.0,12.0,0.0,10.0,3.0,0.0,3.0,0.0,,5.0,,2.0,7.0,,4.0,,1.0,,2.0,1.0,2.0,,1.0,,,,,,1.0,,,,6.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNST,865752,Monster Beverage Corp,analyzed,True,23,91452.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,18.0,0.0,,,,16.0,1.0,,4.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NET,1477333,"Cloudflare, Inc.",analyzed,True,46,313853.0,17.0,4.0,0.0,15.0,0.0,5.0,0.0,0.0,5.0,0.0,,5.0,2.0,5.0,8.0,,5.0,,,,,8.0,9.0,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMI,26172,CUMMINS INC,analyzed,True,21,48883.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,,,,8.0,1.0,,,,,,,11.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDLZ,1103982,"Mondelez International, Inc.",analyzed,True,32,84380.0,7.0,1.0,0.0,1.0,0.0,6.0,0.0,2.0,15.0,0.0,,,,14.0,1.0,,2.0,,,,,5.0,2.0,,1.0,,,,,,1.0,,,,4.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
EPD,1061219,ENTERPRISE PRODUCTS PARTNERS L.P.,analyzed,True,4,117253.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
CSX,277948,CSX CORP,analyzed,True,2,28012.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,16875,CANADIAN PACIFIC KANSAS CITY LTD/CN,analyzed,True,43,72220.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,42.0,0.0,,,,39.0,,,1.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPG,1063761,SIMON PROPERTY GROUP INC.,analyzed,True,17,87934.0,10.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,5.0,,2.0,,6.0,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
