ticker,cik,name,status,has_ai_disclosure,total_ai_mentions,risk_text_length,cat_core_ai,cat_ai_tech,cat_ai_risk,cat_ai_infra,cat_ai_regulation,cat_mit4_malicious,cat_mit5_human,cat_mit6_socio,cat_mit6_environ,cat_mit7_safety,kw_nvidia,kw_data_center,kw_gpu,kw_sustainability,kw_compute,kw_ai_model,kw_misuse,kw_eu_ai_act,kw_generative_ai,kw_llm,kw_bias,kw_artificial_intelligence,kw_machine_learning,kw_large_language_model,kw_algorithm,kw_monopol,kw_ai_system,kw_ai_regulation,kw_disinformation,kw_misinformation,kw_environmental_impact,kw_automation,kw_energy_consumption,kw_autonomous,kw_cyberattack,kw_manipulation,kw_agentic,kw_training_data,kw_ai_agent,kw_data_center_energy,kw_ai_governance,kw_responsible_ai,kw_computer_vision,kw_carbon_footprint,kw_robotics,kw_labor_disruption,kw_uncontrollable,kw_misalignment,kw_human_oversight,kw_ai_safety,kw_explainability,kw_dual-use,kw_nlp,kw_predictive_analytics,kw_adversarial,kw_ai_legislation,kw_hallucination,kw_neural_network,kw_ai_ethics,kw_algorithmic_accountability,kw_natural_language_processing,kw_overreliance,kw_job_displacement,kw_jailbreak,kw_weaponiz,kw_deep_learning,kw_over-reliance
XRAY,818479,DENTSPLY SIRONA Inc.,analyzed,True,16,106734.0,3.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,4.0,0.0,,1.0,,3.0,3.0,,,,,,,2.0,,1.0,,,,,,,1.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBTB,790359,NBT BANCORP INC,analyzed,True,10,55901.0,7.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,1.0,4.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLVT,1764046,CLARIVATE PLC,analyzed,True,29,79055.0,8.0,3.0,2.0,13.0,0.0,3.0,0.0,0.0,0.0,0.0,,2.0,,,11.0,,,,5.0,1.0,2.0,,1.0,,1.0,,1.0,,,,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
PGNY,1551306,"Progyny, Inc.",analyzed,True,8,128779.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,,,,,3.0,,1.0,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LC,1409970,LendingClub Corp,analyzed,True,18,168096.0,7.0,3.0,0.0,4.0,0.0,2.0,0.0,0.0,2.0,0.0,,,,2.0,4.0,2.0,2.0,,,,,4.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BANR,946673,BANNER CORP,no_risk_section,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRN,99780,TRINITY INDUSTRIES INC,analyzed,True,5,56137.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLO,1128928,FLOWERS FOODS INC,no_risk_section,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EYE,1710155,"National Vision Holdings, Inc.",analyzed,True,20,126873.0,8.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,6.0,0.0,,,,6.0,5.0,,,,,5.0,,3.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBT,1108134,Beacon Financial Corp,analyzed,True,11,70976.0,3.0,2.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,,,,,3.0,,,,,,,3.0,,,1.0,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
EXTR,1078271,EXTREME NETWORKS INC,no_risk_section,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RXRX,1601830,"RECURSION PHARMACEUTICALS, INC.",analyzed,True,212,669979.0,109.0,39.0,15.0,42.0,0.0,2.0,1.0,0.0,2.0,2.0,10.0,,2.0,,27.0,12.0,,,6.0,34.0,15.0,13.0,30.0,2.0,15.0,,8.0,,,,,16.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,
SRPT,873303,"Sarepta Therapeutics, Inc.",analyzed,True,13,281120.0,6.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,,,,,1.0,,3.0,,,4.0,,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IVT,1307748,InvenTrust Properties Corp.,analyzed,True,7,52656.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,,,,2.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIN,1968915,PHINIA INC.,analyzed,True,8,64021.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,,,,3.0,,,,,,,,2.0,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI,1417398,"Hillenbrand, Inc.",analyzed,True,20,64777.0,7.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,6.0,0.0,,,,6.0,6.0,,,,,,,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
FRME,712534,FIRST MERCHANTS CORP,analyzed,False,0,1593.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SM,893538,SM Energy Co,analyzed,True,14,88152.0,5.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,3.0,1.0,,,,,1.0,,,,,,1.0,2.0,3.0,,1.0,,,,,,2.0,,1.0,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
KMT,55242,KENNAMETAL INC,no_risk_section,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAH,1043509,SONIC AUTOMOTIVE INC,analyzed,False,0,3311.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUSE,314489,FIRST BUSEY CORP /NV/,analyzed,True,11,76854.0,8.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,,,1.0,,,,,8.0,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SONO,1314727,Sonos Inc,analyzed,True,11,71742.0,7.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,1.0,,3.0,,2.0,2.0,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MQ,1522540,"Marqeta, Inc.",analyzed,True,12,124892.0,5.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,,1.0,,,,1.0,2.0,1.0,2.0,,,1.0,1.0,,,,,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NN,1865631,NEXTNAV INC.,no_risk_section,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOG,1104485,"NORTHERN OIL & GAS, INC.",analyzed,True,1,22066.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAM,949870,BOSTON BEER CO INC,no_risk_section,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FBNC,811589,FIRST BANCORP /NC/,analyzed,True,15,51463.0,0.0,0.0,0.0,5.0,0.0,9.0,1.0,0.0,0.0,0.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,9.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSGS,1005757,CSG SYSTEMS INTERNATIONAL INC,analyzed,True,42,313196.0,5.0,2.0,1.0,26.0,0.0,4.0,0.0,0.0,4.0,0.0,,11.0,,3.0,15.0,,1.0,,,2.0,1.0,2.0,1.0,,1.0,,,,,,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
GTBIF,1795139,Green Thumb Industries Inc.,analyzed,True,2,105829.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAOI,1158114,"APPLIED OPTOELECTRONICS, INC.",analyzed,True,15,84050.0,0.0,0.0,0.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0,,2.0,,,3.0,,2.0,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
HTH,1265131,Hilltop Holdings Inc.,analyzed,True,20,115764.0,4.0,4.0,1.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,10.0,,1.0,,,,1.0,4.0,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPAC,6955,ENERPAC TOOL GROUP CORP,analyzed,True,3,69173.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAB,810136,PHOTRONICS INC,analyzed,True,7,45171.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,,,,2.0,1.0,,,,,,,,,,1.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCMG,1819796,GCM Grosvenor Inc.,analyzed,True,63,240487.0,26.0,1.0,0.0,4.0,0.0,7.0,0.0,0.0,25.0,0.0,,,,25.0,4.0,,3.0,,,,,25.0,1.0,,1.0,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZBIO,1953926,"Zenas BioPharma, Inc.",analyzed,True,14,281080.0,7.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,,,,,4.0,,1.0,,,7.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
ATKR,1666138,Atkore Inc.,analyzed,True,7,89037.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,,3.0,,,,,,,,,,2.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PK,1617406,Park Hotels & Resorts Inc.,analyzed,True,7,68895.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,3.0,,,,,,,2.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI,1577526,"C3.ai, Inc.",analyzed,True,39,195600.0,13.0,2.0,7.0,7.0,3.0,3.0,0.0,0.0,0.0,4.0,,2.0,,,5.0,3.0,2.0,3.0,6.0,,4.0,1.0,1.0,,2.0,,2.0,,,,,,,,,,4.0,,,,,,,,,,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,
NHC,1047335,NATIONAL HEALTHCARE CORP,analyzed,True,9,108202.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,,,,1.0,1.0,,,,,5.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IE,1879016,Ivanhoe Electric Inc.,analyzed,True,22,289417.0,14.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,,,,,1.0,,1.0,,,9.0,,2.0,1.0,,4.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,
CECO,3197,CECO ENVIRONMENTAL CORP,analyzed,True,10,103833.0,4.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,,,,,2.0,,,,,,,3.0,1.0,,,,,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCM,1853145,EverCommerce Inc.,analyzed,True,23,189253.0,8.0,2.0,1.0,4.0,2.0,2.0,0.0,0.0,4.0,0.0,,1.0,,4.0,3.0,2.0,2.0,2.0,1.0,,1.0,4.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALG,897077,ALAMO GROUP INC,analyzed,True,4,43839.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
PAYO,1845815,Payoneer Global Inc.,analyzed,True,31,128911.0,7.0,0.0,0.0,13.0,0.0,10.0,0.0,0.0,1.0,0.0,,2.0,,,11.0,,4.0,,,,,7.0,,,,,,,,,,,,,6.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
NGVT,1653477,Ingevity Corp,analyzed,True,16,88635.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,13.0,0.0,,,,12.0,1.0,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
TSLX,1508655,"Sixth Street Specialty Lending, Inc.",analyzed,True,37,555221.0,17.0,0.0,0.0,17.0,0.0,3.0,0.0,0.0,0.0,0.0,,,,,17.0,,2.0,,,1.0,,3.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
WD,1497770,"Walker & Dunlop, Inc.",analyzed,True,8,62011.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AORT,784199,"ARTIVION, INC.",analyzed,True,10,66170.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,,,,6.0,,,1.0,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADUS,1468328,Addus HomeCare Corp,no_risk_section,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BELFA,729580,BEL FUSE INC /NJ,analyzed,True,9,59634.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,,,,5.0,,,,,,,,1.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
ASGN,890564,ASGN Inc,analyzed,True,22,73747.0,11.0,3.0,2.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,,,,2.0,1.0,,2.0,,2.0,1.0,2.0,6.0,2.0,,1.0,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESTA,1688757,ESTABLISHMENT LABS HOLDINGS INC.,analyzed,True,10,171402.0,2.0,0.0,0.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,,,,,5.0,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSW,1758488,ONESPAWORLD HOLDINGS Ltd,no_risk_section,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVDL,1012477,AVADEL PHARMACEUTICALS PLC,analyzed,True,6,190256.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,,,,2.0,2.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MODG,837465,Topgolf Callaway Brands Corp.,analyzed,True,17,174453.0,9.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,2.0,0.0,,,,2.0,4.0,,1.0,,,,,7.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EFSC,1025835,ENTERPRISE FINANCIAL SERVICES CORP,analyzed,True,5,268200.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATRC,1323885,"AtriCure, Inc.",analyzed,True,17,155717.0,12.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,,1.0,,,,,3.0,,,10.0,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CENT,887733,CENTRAL GARDEN & PET CO,analyzed,True,2,52575.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PENN,921738,"PENN Entertainment, Inc.",analyzed,True,3,149598.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
AUPH,1600620,Aurinia Pharmaceuticals Inc.,analyzed,True,5,50941.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,3.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VSH,103730,VISHAY INTERTECHNOLOGY INC,analyzed,True,8,66431.0,1.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,,,,,2.0,,,,,,1.0,1.0,,,,,,,,,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMNR,1913577,"Semnur Pharmaceuticals, Inc.",analyzed,False,0,6664.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBET,1981535,"SharpLink Gaming, Inc.",analyzed,True,8,78559.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,5.0,0.0,,,,5.0,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARR,821483,"PAR PACIFIC HOLDINGS, INC.",analyzed,True,6,72504.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,,,,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
DK,1694426,"Delek US Holdings, Inc.",analyzed,True,23,243297.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,16.0,0.0,,,,16.0,1.0,,,,,,1.0,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
STC,94344,STEWART INFORMATION SERVICES CORP,analyzed,True,2,29635.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESRT,1541401,"Empire State Realty Trust, Inc.",analyzed,True,15,77888.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,10.0,0.0,,,,10.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POWI,833640,POWER INTEGRATIONS INC,analyzed,True,6,51706.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,,,,1.0,2.0,,,,,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMAX,921582,IMAX CORP,analyzed,True,4,63264.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYBT,835324,"Stock Yards Bancorp, Inc.",analyzed,False,0,47157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CXW,1070985,"CoreCivic, Inc.",analyzed,True,23,222627.0,10.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,2.0,0.0,,,,2.0,1.0,,1.0,,,,,6.0,4.0,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RVLV,1746618,"Revolve Group, Inc.",analyzed,True,72,175954.0,38.0,5.0,1.0,9.0,0.0,14.0,0.0,0.0,5.0,0.0,,2.0,,5.0,7.0,,2.0,,,31.0,1.0,2.0,4.0,,4.0,,1.0,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
SLVM,1856485,Sylvamo Corp,analyzed,True,40,141674.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,36.0,0.0,,,,35.0,,,1.0,,,,,3.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SGRY,1638833,"Surgery Partners, Inc.",analyzed,True,4,94390.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,,,,,1.0,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HE,354707,HAWAIIAN ELECTRIC INDUSTRIES INC,analyzed,True,5,127199.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRKS,1564902,United Parks & Resorts Inc.,analyzed,True,10,194321.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,,1.0,,4.0,3.0,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OMCL,926326,"OMNICELL, INC.",analyzed,True,28,127342.0,11.0,12.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,,,2.0,,,,5.0,1.0,1.0,5.0,,,,,,,,,1.0,6.0,,5.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
SKWD,1519449,"Skyward Specialty Insurance Group, Inc.",analyzed,True,6,89341.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRCT,1588978,PROCEPT BioRobotics Corp,analyzed,True,31,262035.0,11.0,1.0,0.0,4.0,1.0,6.0,0.0,0.0,8.0,0.0,,,,8.0,4.0,,2.0,1.0,1.0,9.0,,1.0,,,,,,,,,,,,,3.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,
TPB,1290677,"Turning Point Brands, Inc.",analyzed,True,13,120615.0,4.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,4.0,0.0,,,,3.0,2.0,,,,,,,2.0,2.0,,,,,,,,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VAC,1524358,MARRIOTT VACATIONS WORLDWIDE Corp,analyzed,True,8,75134.0,3.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,2.0,,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNFI,1020859,UNITED NATURAL FOODS INC,analyzed,True,8,68534.0,1.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,2.0,,,,,,,1.0,,,,,,,,,,3.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGM,845877,FEDERAL AGRICULTURAL MORTGAGE CORP,analyzed,True,11,57615.0,8.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,,,1.0,,1.0,,,,,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DX,826675,DYNEX CAPITAL INC,analyzed,True,10,74424.0,7.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,2.0,,1.0,,,,,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRDM,1418819,Iridium Communications Inc.,analyzed,True,1,82886.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUR,1714174,Burford Capital Ltd,analyzed,True,17,121642.0,2.0,1.0,1.0,2.0,0.0,9.0,0.0,0.0,1.0,1.0,,,,1.0,2.0,,2.0,,,2.0,,,,,1.0,,,,,,,,,,7.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,
TALO,1724965,TALOS ENERGY INC.,analyzed,True,28,254506.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,19.0,0.0,,,,11.0,,,,,,2.0,,1.0,,,,,,,,,7.0,,1.0,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNR,1980088,MACH NATURAL RESOURCES LP,analyzed,True,10,199183.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,,,,4.0,4.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
NTCT,1078075,NETSCOUT SYSTEMS INC,analyzed,True,8,81556.0,2.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,,1.0,,,3.0,,1.0,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDRL,1737706,Seadrill Ltd,analyzed,True,25,138316.0,4.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,11.0,0.0,,,,9.0,2.0,,,,,,,3.0,1.0,,,,,,,,,,1.0,,8.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
RAMP,733269,"LiveRamp Holdings, Inc.",analyzed,True,25,115003.0,6.0,3.0,0.0,12.0,0.0,4.0,0.0,0.0,0.0,0.0,,4.0,,,8.0,,1.0,,,,,3.0,3.0,,2.0,,,,,,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
